free_spaces_number;updated_at;parking_id;HORA;FECHA
47;2021-11-08 14:35:19.053000;Orense;14:35:19;2021-11-08
130;2021-11-08 14:35:33.900000;Plaza de Oriente;14:35:33;2021-11-08
52;2021-11-08 14:35:34.947000;Sánchez Bustillo;14:35:34;2021-11-08
152;2021-11-08 14:35:25.503000;Montalbán;14:35:25;2021-11-08
363;2021-11-08 14:35:22.323000;Plaza de España;14:35:22;2021-11-08
60;2021-11-08 14:35:37.230000;Plaza del Rey;14:35:37;2021-11-08
185;2021-11-08 14:35:16.200000;Plaza Mayor;14:35:16;2021-11-08
22;2021-11-08 14:36:07.990000;Villa de París;14:36:07;2021-11-08
2;2021-11-08 14:36:04.943000;Pedro Zerolo;14:36:04;2021-11-08
5;2021-11-08 14:35:39.360000;BARCO 1;14:35:39;2021-11-08
8;2021-11-08 14:35:39.687000;GRAVINA 21;14:35:39;2021-11-08
66;2021-11-08 14:35:40.500000;MERCADO SAN ANTON;14:35:40;2021-11-08
28;2021-11-08 14:35:40.813000;GARAJE PIAMONTE;14:35:40;2021-11-08
26;2021-11-08 14:35:41.127000;PARKING VOT;14:35:41;2021-11-08
47;2021-11-08 14:35:44.377000;Mercado de la Cebada;14:35:44;2021-11-08
492;2021-11-08 14:36:40.117000;Nuestra Señora del Recuerdo;14:36:40;2021-11-08
319;2021-11-08 14:37:02.243000;Avenida de Portugal;14:37:02;2021-11-08
47;2021-11-08 14:36:51.377000;Orense;14:36:51;2021-11-08
312;2021-11-08 14:36:36.590000;Marqués de Salamanca;14:36:36;2021-11-08
76;2021-11-08 14:36:19.007000;Fuencarral;14:36:19;2021-11-08
152;2021-11-08 14:36:58.373000;Montalbán;14:36:58;2021-11-08
192;2021-11-08 14:36:15.197000;Olavide;14:36:15;2021-11-08
362;2021-11-08 14:36:55.057000;Plaza de España;14:36:55;2021-11-08
186;2021-11-08 14:36:47.843000;Plaza Mayor;14:36:47;2021-11-08
47;2021-11-08 14:36:44.463000;Mercado de la Cebada;14:36:44;2021-11-08
493;2021-11-08 14:38:13.563000;Nuestra Señora del Recuerdo;14:38:13;2021-11-08
235;2021-11-08 14:37:46.420000;Almagro;14:37:46;2021-11-08
87;2021-11-08 14:37:35.943000;Jacinto Benavente;14:37:35;2021-11-08
314;2021-11-08 14:38:10.327000;Marqués de Salamanca;14:38:10;2021-11-08
74;2021-11-08 14:37:53.037000;Fuencarral;14:37:53;2021-11-08
39;2021-11-08 14:38:06.887000;Montalbán;14:38:06;2021-11-08
193;2021-11-08 14:37:49.880000;Olavide;14:37:49;2021-11-08
21;2021-11-08 14:37:42.413000;Villa de París;14:37:42;2021-11-08
2;2021-11-08 14:37:39.210000;Pedro Zerolo;14:37:39;2021-11-08
47;2021-11-08 14:37:44.567000;Mercado de la Cebada;14:37:44;2021-11-08
317;2021-11-08 14:38:36.033000;Avenida de Portugal;14:38:36;2021-11-08
89;2021-11-08 14:39:09.020000;Jacinto Benavente;14:39:09;2021-11-08
47;2021-11-08 14:38:24.837000;Orense;14:38:24;2021-11-08
152;2021-11-08 14:38:32.440000;Montalbán;14:38:32;2021-11-08
362;2021-11-08 14:38:28.290000;Plaza de España;14:38:28;2021-11-08
185;2021-11-08 14:38:21.067000;Plaza Mayor;14:38:21;2021-11-08
22;2021-11-08 14:39:14.760000;Villa de París;14:39:14;2021-11-08
5;2021-11-08 14:39:11.770000;Pedro Zerolo;14:39:11;2021-11-08
47;2021-11-08 14:38:44.683000;Mercado de la Cebada;14:38:44;2021-11-08
494;2021-11-08 14:39:43.343000;Nuestra Señora del Recuerdo;14:39:43;2021-11-08
319;2021-11-08 14:40:03.277000;Avenida de Portugal;14:40:03;2021-11-08
237;2021-11-08 14:39:17.513000;Almagro;14:39:17;2021-11-08
47;2021-11-08 14:39:53.607000;Orense;14:39:53;2021-11-08
314;2021-11-08 14:39:40.110000;Marqués de Salamanca;14:39:40;2021-11-08
71;2021-11-08 14:39:23.177000;Fuencarral;14:39:23;2021-11-08
152;2021-11-08 14:40:00.003000;Montalbán;14:40:00;2021-11-08
192;2021-11-08 14:39:20.253000;Olavide;14:39:20;2021-11-08
360;2021-11-08 14:39:56.900000;Plaza de España;14:39:56;2021-11-08
188;2021-11-08 14:39:50.413000;Plaza Mayor;14:39:50;2021-11-08
49;2021-11-08 14:39:44.737000;Mercado de la Cebada;14:39:44;2021-11-08
154;2021-11-08 14:40:28.597000;Colón;14:40:28;2021-11-08
495;2021-11-08 14:41:14.813000;Nuestra Señora del Recuerdo;14:41:14;2021-11-08
236;2021-11-08 14:40:46.907000;Almagro;14:40:46;2021-11-08
270;2021-11-08 14:40:30.880000;Luna-Tudescos;14:40:30;2021-11-08
89;2021-11-08 14:40:36.937000;Jacinto Benavente;14:40:36;2021-11-08
45;2021-11-08 14:40:32.177000;Arquitecto Ribera (Barceló);14:40:32;2021-11-08
265;2021-11-08 14:40:34.543000;Descalzas;14:40:34;2021-11-08
315;2021-11-08 14:41:11.433000;Marqués de Salamanca;14:41:11;2021-11-08
67;2021-11-08 14:40:54.103000;Fuencarral;14:40:54;2021-11-08
128;2021-11-08 14:40:36.230000;Plaza de Oriente;14:40:36;2021-11-08
52;2021-11-08 14:40:37.360000;Sánchez Bustillo;14:40:37;2021-11-08
40;2021-11-08 14:41:08.200000;Montalbán;14:41:08;2021-11-08
192;2021-11-08 14:40:50.513000;Olavide;14:40:50;2021-11-08
60;2021-11-08 14:40:39.897000;Plaza del Rey;14:40:39;2021-11-08
187;2021-11-08 14:41:21.973000;Plaza Mayor;14:41:21;2021-11-08
22;2021-11-08 14:40:43.340000;Villa de París;14:40:43;2021-11-08
5;2021-11-08 14:40:40.130000;Pedro Zerolo;14:40:40;2021-11-08
6;2021-11-08 14:40:42.400000;BARCO 1;14:40:42;2021-11-08
6;2021-11-08 14:40:42.777000;GRAVINA 21;14:40:42;2021-11-08
67;2021-11-08 14:40:44.043000;MERCADO SAN ANTON;14:40:44;2021-11-08
28;2021-11-08 14:40:44.547000;GARAJE PIAMONTE;14:40:44;2021-11-08
26;2021-11-08 14:40:45.050000;PARKING VOT;14:40:45;2021-11-08
48;2021-11-08 14:40:46.683000;Mercado de la Cebada;14:40:46;2021-11-08
319;2021-11-08 14:41:35.910000;Avenida de Portugal;14:41:35;2021-11-08
237;2021-11-08 14:42:18.980000;Almagro;14:42:18;2021-11-08
91;2021-11-08 14:42:09.450000;Jacinto Benavente;14:42:09;2021-11-08
47;2021-11-08 14:41:25.300000;Orense;14:41:25;2021-11-08
152;2021-11-08 14:41:32.270000;Montalbán;14:41:32;2021-11-08
193;2021-11-08 14:42:22.657000;Olavide;14:42:22;2021-11-08
361;2021-11-08 14:41:29.130000;Plaza de España;14:41:29;2021-11-08
22;2021-11-08 14:42:15.807000;Villa de París;14:42:15;2021-11-08
4;2021-11-08 14:42:12.507000;Pedro Zerolo;14:42:12;2021-11-08
46;2021-11-08 14:41:44.927000;Mercado de la Cebada;14:41:44;2021-11-08
500;2021-11-08 14:42:45.570000;Nuestra Señora del Recuerdo;14:42:45;2021-11-08
318;2021-11-08 14:43:06.083000;Avenida de Portugal;14:43:06;2021-11-08
47;2021-11-08 14:42:55.730000;Orense;14:42:55;2021-11-08
314;2021-11-08 14:42:42.273000;Marqués de Salamanca;14:42:42;2021-11-08
69;2021-11-08 14:42:25.847000;Fuencarral;14:42:25;2021-11-08
152;2021-11-08 14:43:02.427000;Montalbán;14:43:02;2021-11-08
361;2021-11-08 14:42:59.103000;Plaza de España;14:42:59;2021-11-08
187;2021-11-08 14:42:51.973000;Plaza Mayor;14:42:51;2021-11-08
46;2021-11-08 14:42:45.017000;Mercado de la Cebada;14:42:45;2021-11-08
502;2021-11-08 14:44:12.770000;Nuestra Señora del Recuerdo;14:44:12;2021-11-08
238;2021-11-08 14:43:49.063000;Almagro;14:43:49;2021-11-08
92;2021-11-08 14:43:39.680000;Jacinto Benavente;14:43:39;2021-11-08
47;2021-11-08 14:44:21.660000;Orense;14:44:21;2021-11-08
313;2021-11-08 14:44:10.103000;Marqués de Salamanca;14:44:10;2021-11-08
69;2021-11-08 14:43:55.487000;Fuencarral;14:43:55;2021-11-08
40;2021-11-08 14:44:07.397000;Montalbán;14:44:07;2021-11-08
194;2021-11-08 14:43:52.340000;Olavide;14:43:52;2021-11-08
360;2021-11-08 14:44:25.093000;Plaza de España;14:44:25;2021-11-08
185;2021-11-08 14:44:18.637000;Plaza Mayor;14:44:18;2021-11-08
22;2021-11-08 14:43:46.070000;Villa de París;14:43:46;2021-11-08
4;2021-11-08 14:43:42.897000;Pedro Zerolo;14:43:42;2021-11-08
45;2021-11-08 14:43:45.130000;Mercado de la Cebada;14:43:45;2021-11-08
319;2021-11-08 14:44:31.220000;Avenida de Portugal;14:44:31;2021-11-08
239;2021-11-08 14:45:14.330000;Almagro;14:45:14;2021-11-08
95;2021-11-08 14:45:04.893000;Jacinto Benavente;14:45:04;2021-11-08
71;2021-11-08 14:45:21.197000;Fuencarral;14:45:21;2021-11-08
152;2021-11-08 14:44:28.203000;Montalbán;14:44:28;2021-11-08
195;2021-11-08 14:45:17.467000;Olavide;14:45:17;2021-11-08
19;2021-11-08 14:45:11.150000;Villa de París;14:45:11;2021-11-08
3;2021-11-08 14:45:08.070000;Pedro Zerolo;14:45:08;2021-11-08
45;2021-11-08 14:45:05.227000;Mercado de la Cebada;14:45:05;2021-11-08
154;2021-11-08 14:45:29.643000;Colón;14:45:29;2021-11-08
503;2021-11-08 14:45:42.893000;Nuestra Señora del Recuerdo;14:45:42;2021-11-08
319;2021-11-08 14:46:04.610000;Avenida de Portugal;14:46:04;2021-11-08
269;2021-11-08 14:45:31.457000;Luna-Tudescos;14:45:31;2021-11-08
50;2021-11-08 14:45:32.117000;Arquitecto Ribera (Barceló);14:45:32;2021-11-08
265;2021-11-08 14:45:33.133000;Descalzas;14:45:33;2021-11-08
47;2021-11-08 14:45:53.837000;Orense;14:45:53;2021-11-08
314;2021-11-08 14:45:39.343000;Marqués de Salamanca;14:45:39;2021-11-08
130;2021-11-08 14:45:34.950000;Plaza de Oriente;14:45:34;2021-11-08
53;2021-11-08 14:45:36.047000;Sánchez Bustillo;14:45:36;2021-11-08
152;2021-11-08 14:46:00.847000;Montalbán;14:46:00;2021-11-08
361;2021-11-08 14:45:57.200000;Plaza de España;14:45:57;2021-11-08
60;2021-11-08 14:45:38.327000;Plaza del Rey;14:45:38;2021-11-08
183;2021-11-08 14:45:50.670000;Plaza Mayor;14:45:50;2021-11-08
6;2021-11-08 14:45:40.390000;BARCO 1;14:45:40;2021-11-08
5;2021-11-08 14:45:40.657000;GRAVINA 21;14:45:40;2021-11-08
68;2021-11-08 14:45:41.627000;MERCADO SAN ANTON;14:45:41;2021-11-08
28;2021-11-08 14:45:42.017000;GARAJE PIAMONTE;14:45:42;2021-11-08
26;2021-11-08 14:45:42.457000;PARKING VOT;14:45:42;2021-11-08
45;2021-11-08 14:45:45.307000;Mercado de la Cebada;14:45:45;2021-11-08
505;2021-11-08 14:47:16.090000;Nuestra Señora del Recuerdo;14:47:16;2021-11-08
239;2021-11-08 14:46:48.173000;Almagro;14:46:48;2021-11-08
94;2021-11-08 14:46:38.367000;Jacinto Benavente;14:46:38;2021-11-08
47;2021-11-08 14:47:27.257000;Orense;14:47:27;2021-11-08
314;2021-11-08 14:47:12.440000;Marqués de Salamanca;14:47:12;2021-11-08
70;2021-11-08 14:46:54.970000;Fuencarral;14:46:54;2021-11-08
41;2021-11-08 14:47:08.757000;Montalbán;14:47:08;2021-11-08
194;2021-11-08 14:46:51.807000;Olavide;14:46:51;2021-11-08
361;2021-11-08 14:47:30.650000;Plaza de España;14:47:30;2021-11-08
186;2021-11-08 14:47:23.577000;Plaza Mayor;14:47:23;2021-11-08
21;2021-11-08 14:46:45.133000;Villa de París;14:46:45;2021-11-08
4;2021-11-08 14:46:41.853000;Pedro Zerolo;14:46:41;2021-11-08
45;2021-11-08 14:46:45.373000;Mercado de la Cebada;14:46:45;2021-11-08
318;2021-11-08 14:47:37.323000;Avenida de Portugal;14:47:37;2021-11-08
239;2021-11-08 14:48:21.033000;Almagro;14:48:21;2021-11-08
97;2021-11-08 14:48:10.587000;Jacinto Benavente;14:48:10;2021-11-08
70;2021-11-08 14:48:28.140000;Fuencarral;14:48:28;2021-11-08
152;2021-11-08 14:47:33.913000;Montalbán;14:47:33;2021-11-08
194;2021-11-08 14:48:24.790000;Olavide;14:48:24;2021-11-08
20;2021-11-08 14:48:17.363000;Villa de París;14:48:17;2021-11-08
3;2021-11-08 14:48:13.967000;Pedro Zerolo;14:48:13;2021-11-08
46;2021-11-08 14:47:45.470000;Mercado de la Cebada;14:47:45;2021-11-08
506;2021-11-08 14:48:48.780000;Nuestra Señora del Recuerdo;14:48:48;2021-11-08
320;2021-11-08 14:49:09.833000;Avenida de Portugal;14:49:09;2021-11-08
47;2021-11-08 14:48:59.693000;Orense;14:48:59;2021-11-08
315;2021-11-08 14:48:45.527000;Marqués de Salamanca;14:48:45;2021-11-08
152;2021-11-08 14:49:06.653000;Montalbán;14:49:06;2021-11-08
359;2021-11-08 14:49:03.180000;Plaza de España;14:49:03;2021-11-08
187;2021-11-08 14:48:56.393000;Plaza Mayor;14:48:56;2021-11-08
46;2021-11-08 14:48:45.603000;Mercado de la Cebada;14:48:45;2021-11-08
163;2021-11-08 14:50:28.597000;Colón;14:50:28;2021-11-08
506;2021-11-08 14:50:13.687000;Nuestra Señora del Recuerdo;14:50:13;2021-11-08
241;2021-11-08 14:49:50.237000;Almagro;14:49:50;2021-11-08
270;2021-11-08 14:50:30.817000;Luna-Tudescos;14:50:30;2021-11-08
97;2021-11-08 14:49:42.997000;Jacinto Benavente;14:49:42;2021-11-08
56;2021-11-08 14:50:31.503000;Arquitecto Ribera (Barceló);14:50:31;2021-11-08
265;2021-11-08 14:50:32.423000;Descalzas;14:50:32;2021-11-08
48;2021-11-08 14:50:24.220000;Orense;14:50:24;2021-11-08
315;2021-11-08 14:50:10.233000;Marqués de Salamanca;14:50:10;2021-11-08
70;2021-11-08 14:49:54.710000;Fuencarral;14:49:54;2021-11-08
152;2021-11-08 14:50:31.267000;Montalbán;14:50:31;2021-11-08
195;2021-11-08 14:49:52.600000;Olavide;14:49:52;2021-11-08
359;2021-11-08 14:50:27.673000;Plaza de España;14:50:27;2021-11-08
187;2021-11-08 14:50:20.957000;Plaza Mayor;14:50:20;2021-11-08
22;2021-11-08 14:49:47.970000;Villa de París;14:49:47;2021-11-08
2;2021-11-08 14:49:45.203000;Pedro Zerolo;14:49:45;2021-11-08
46;2021-11-08 14:49:45.673000;Mercado de la Cebada;14:49:45;2021-11-08
319;2021-11-08 14:50:34.757000;Avenida de Portugal;14:50:34;2021-11-08
241;2021-11-08 14:51:18.850000;Almagro;14:51:18;2021-11-08
102;2021-11-08 14:51:08.857000;Jacinto Benavente;14:51:08;2021-11-08
70;2021-11-08 14:51:25.680000;Fuencarral;14:51:25;2021-11-08
133;2021-11-08 14:50:34.540000;Plaza de Oriente;14:50:34;2021-11-08
58;2021-11-08 14:50:36.243000;Sánchez Bustillo;14:50:36;2021-11-08
195;2021-11-08 14:51:22.273000;Olavide;14:51:22;2021-11-08
65;2021-11-08 14:50:39.093000;Plaza del Rey;14:50:39;2021-11-08
23;2021-11-08 14:51:15.717000;Villa de París;14:51:15;2021-11-08
1;2021-11-08 14:51:12.357000;Pedro Zerolo;14:51:12;2021-11-08
8;2021-11-08 14:50:41.597000;BARCO 1;14:50:41;2021-11-08
5;2021-11-08 14:50:41.927000;GRAVINA 21;14:50:41;2021-11-08
66;2021-11-08 14:50:42.943000;MERCADO SAN ANTON;14:50:42;2021-11-08
28;2021-11-08 14:50:43.303000;GARAJE PIAMONTE;14:50:43;2021-11-08
26;2021-11-08 14:50:43.757000;PARKING VOT;14:50:43;2021-11-08
46;2021-11-08 14:50:45.740000;Mercado de la Cebada;14:50:45;2021-11-08
507;2021-11-08 14:51:46.290000;Nuestra Señora del Recuerdo;14:51:46;2021-11-08
321;2021-11-08 14:52:06.590000;Avenida de Portugal;14:52:06;2021-11-08
48;2021-11-08 14:51:56.007000;Orense;14:51:56;2021-11-08
314;2021-11-08 14:51:43.163000;Marqués de Salamanca;14:51:43;2021-11-08
152;2021-11-08 14:52:03.217000;Montalbán;14:52:03;2021-11-08
360;2021-11-08 14:51:59.687000;Plaza de España;14:51:59;2021-11-08
190;2021-11-08 14:51:52.783000;Plaza Mayor;14:51:52;2021-11-08
45;2021-11-08 14:51:45.930000;Mercado de la Cebada;14:51:45;2021-11-08
511;2021-11-08 14:53:17.497000;Nuestra Señora del Recuerdo;14:53:17;2021-11-08
242;2021-11-08 14:52:50.067000;Almagro;14:52:50;2021-11-08
104;2021-11-08 14:52:40.007000;Jacinto Benavente;14:52:40;2021-11-08
48;2021-11-08 14:53:28.163000;Orense;14:53:28;2021-11-08
315;2021-11-08 14:53:13.897000;Marqués de Salamanca;14:53:13;2021-11-08
71;2021-11-08 14:52:57.157000;Fuencarral;14:52:57;2021-11-08
152;2021-11-08 14:53:35.550000;Montalbán;14:53:35;2021-11-08
198;2021-11-08 14:52:53.423000;Olavide;14:52:53;2021-11-08
362;2021-11-08 14:53:31.887000;Plaza de España;14:53:31;2021-11-08
193;2021-11-08 14:53:24.320000;Plaza Mayor;14:53:24;2021-11-08
25;2021-11-08 14:52:46.327000;Villa de París;14:52:46;2021-11-08
1;2021-11-08 14:52:43.060000;Pedro Zerolo;14:52:43;2021-11-08
46;2021-11-08 14:52:55.943000;Mercado de la Cebada;14:52:55;2021-11-08
320;2021-11-08 14:53:38.830000;Avenida de Portugal;14:53:38;2021-11-08
241;2021-11-08 14:54:22.457000;Almagro;14:54:22;2021-11-08
102;2021-11-08 14:54:12.687000;Jacinto Benavente;14:54:12;2021-11-08
71;2021-11-08 14:54:29.023000;Fuencarral;14:54:29;2021-11-08
198;2021-11-08 14:54:25.977000;Olavide;14:54:25;2021-11-08
24;2021-11-08 14:54:19.230000;Villa de París;14:54:19;2021-11-08
1;2021-11-08 14:54:16.007000;Pedro Zerolo;14:54:16;2021-11-08
45;2021-11-08 14:53:46.067000;Mercado de la Cebada;14:53:46;2021-11-08
168;2021-11-08 14:55:28.753000;Colón;14:55:28;2021-11-08
511;2021-11-08 14:54:49.110000;Nuestra Señora del Recuerdo;14:54:49;2021-11-08
320;2021-11-08 14:55:07.913000;Avenida de Portugal;14:55:07;2021-11-08
274;2021-11-08 14:55:30.873000;Luna-Tudescos;14:55:30;2021-11-08
56;2021-11-08 14:55:31.887000;Arquitecto Ribera (Barceló);14:55:31;2021-11-08
266;2021-11-08 14:55:32.870000;Descalzas;14:55:32;2021-11-08
48;2021-11-08 14:54:59.027000;Orense;14:54:59;2021-11-08
315;2021-11-08 14:54:46.003000;Marqués de Salamanca;14:54:46;2021-11-08
129;2021-11-08 14:55:34.450000;Plaza de Oriente;14:55:34;2021-11-08
62;2021-11-08 14:55:35.747000;Sánchez Bustillo;14:55:35;2021-11-08
152;2021-11-08 14:55:04.947000;Montalbán;14:55:04;2021-11-08
362;2021-11-08 14:55:02.010000;Plaza de España;14:55:02;2021-11-08
66;2021-11-08 14:55:38.170000;Plaza del Rey;14:55:38;2021-11-08
193;2021-11-08 14:54:56.073000;Plaza Mayor;14:54:56;2021-11-08
8;2021-11-08 14:55:40.390000;BARCO 1;14:55:40;2021-11-08
44;2021-11-08 14:54:46.113000;Mercado de la Cebada;14:54:46;2021-11-08
511;2021-11-08 14:56:18.003000;Nuestra Señora del Recuerdo;14:56:18;2021-11-08
321;2021-11-08 14:56:37.833000;Avenida de Portugal;14:56:37;2021-11-08
242;2021-11-08 14:55:50.890000;Almagro;14:55:50;2021-11-08
103;2021-11-08 14:55:41.187000;Jacinto Benavente;14:55:41;2021-11-08
48;2021-11-08 14:56:28.020000;Orense;14:56:28;2021-11-08
316;2021-11-08 14:56:14.190000;Marqués de Salamanca;14:56:14;2021-11-08
72;2021-11-08 14:55:57.247000;Fuencarral;14:55:57;2021-11-08
152;2021-11-08 14:56:34.510000;Montalbán;14:56:34;2021-11-08
200;2021-11-08 14:55:54.103000;Olavide;14:55:54;2021-11-08
361;2021-11-08 14:56:31.243000;Plaza de España;14:56:31;2021-11-08
195;2021-11-08 14:56:24.340000;Plaza Mayor;14:56:24;2021-11-08
25;2021-11-08 14:55:47.650000;Villa de París;14:55:47;2021-11-08
1;2021-11-08 14:55:44.353000;Pedro Zerolo;14:55:44;2021-11-08
5;2021-11-08 14:55:40.747000;GRAVINA 21;14:55:40;2021-11-08
64;2021-11-08 14:55:41.717000;MERCADO SAN ANTON;14:55:41;2021-11-08
28;2021-11-08 14:55:42.123000;GARAJE PIAMONTE;14:55:42;2021-11-08
26;2021-11-08 14:55:42.607000;PARKING VOT;14:55:42;2021-11-08
45;2021-11-08 14:55:46.227000;Mercado de la Cebada;14:55:46;2021-11-08
242;2021-11-08 14:57:21.780000;Almagro;14:57:21;2021-11-08
104;2021-11-08 14:57:11.600000;Jacinto Benavente;14:57:11;2021-11-08
72;2021-11-08 14:57:28.657000;Fuencarral;14:57:28;2021-11-08
44;2021-11-08 14:57:42.500000;Montalbán;14:57:42;2021-11-08
202;2021-11-08 14:57:25.467000;Olavide;14:57:25;2021-11-08
25;2021-11-08 14:57:18.300000;Villa de París;14:57:18;2021-11-08
1;2021-11-08 14:57:14.900000;Pedro Zerolo;14:57:14;2021-11-08
45;2021-11-08 14:57:41.383000;Mercado de la Cebada;14:57:41;2021-11-08
511;2021-11-08 14:57:49.180000;Nuestra Señora del Recuerdo;14:57:49;2021-11-08
322;2021-11-08 14:58:10.250000;Avenida de Portugal;14:58:10;2021-11-08
103;2021-11-08 14:58:43.867000;Jacinto Benavente;14:58:43;2021-11-08
48;2021-11-08 14:57:59.867000;Orense;14:57:59;2021-11-08
316;2021-11-08 14:57:45.747000;Marqués de Salamanca;14:57:45;2021-11-08
152;2021-11-08 14:58:06.633000;Montalbán;14:58:06;2021-11-08
361;2021-11-08 14:58:03.317000;Plaza de España;14:58:03;2021-11-08
196;2021-11-08 14:57:56.570000;Plaza Mayor;14:57:56;2021-11-08
45;2021-11-08 14:58:01.427000;Mercado de la Cebada;14:58:01;2021-11-08
512;2021-11-08 14:59:19.750000;Nuestra Señora del Recuerdo;14:59:19;2021-11-08
322;2021-11-08 14:59:40.363000;Avenida de Portugal;14:59:40;2021-11-08
242;2021-11-08 14:58:54.217000;Almagro;14:58:54;2021-11-08
48;2021-11-08 14:59:30.220000;Orense;14:59:30;2021-11-08
316;2021-11-08 14:59:16.750000;Marqués de Salamanca;14:59:16;2021-11-08
72;2021-11-08 14:59:00.617000;Fuencarral;14:59:00;2021-11-08
152;2021-11-08 14:59:36.993000;Montalbán;14:59:36;2021-11-08
202;2021-11-08 14:58:57.243000;Olavide;14:58:57;2021-11-08
361;2021-11-08 14:59:33.633000;Plaza de España;14:59:33;2021-11-08
194;2021-11-08 14:59:26.757000;Plaza Mayor;14:59:26;2021-11-08
26;2021-11-08 14:58:50.587000;Villa de París;14:58:50;2021-11-08
0;2021-11-08 14:58:47.133000;Pedro Zerolo;14:58:47;2021-11-08
54;2021-11-08 14:59:46.607000;Mercado de la Cebada;14:59:46;2021-11-08
175;2021-11-08 15:00:28.800000;Colón;15:00:28;2021-11-08
511;2021-11-08 15:00:41.840000;Nuestra Señora del Recuerdo;15:00:41;2021-11-08
243;2021-11-08 15:00:21.240000;Almagro;15:00:21;2021-11-08
277;2021-11-08 15:00:31.067000;Luna-Tudescos;15:00:31;2021-11-08
105;2021-11-08 15:00:13.507000;Jacinto Benavente;15:00:13;2021-11-08
58;2021-11-08 15:00:32.097000;Arquitecto Ribera (Barceló);15:00:32;2021-11-08
265;2021-11-08 15:00:33.117000;Descalzas;15:00:33;2021-11-08
315;2021-11-08 15:00:38.517000;Marqués de Salamanca;15:00:38;2021-11-08
73;2021-11-08 15:00:25.997000;Fuencarral;15:00:25;2021-11-08
134;2021-11-08 15:00:34.843000;Plaza de Oriente;15:00:34;2021-11-08
62;2021-11-08 15:00:35.953000;Sánchez Bustillo;15:00:35;2021-11-08
45;2021-11-08 15:00:35.233000;Montalbán;15:00:35;2021-11-08
201;2021-11-08 15:00:23.807000;Olavide;15:00:23;2021-11-08
66;2021-11-08 15:00:38.453000;Plaza del Rey;15:00:38;2021-11-08
193;2021-11-08 15:00:48.420000;Plaza Mayor;15:00:48;2021-11-08
25;2021-11-08 15:00:18.660000;Villa de París;15:00:18;2021-11-08
2;2021-11-08 15:00:16.357000;Pedro Zerolo;15:00:16;2021-11-08
7;2021-11-08 15:00:40.727000;BARCO 1;15:00:40;2021-11-08
5;2021-11-08 15:00:40.993000;GRAVINA 21;15:00:40;2021-11-08
63;2021-11-08 15:00:41.873000;MERCADO SAN ANTON;15:00:41;2021-11-08
28;2021-11-08 15:00:42.187000;GARAJE PIAMONTE;15:00:42;2021-11-08
25;2021-11-08 15:00:42.513000;PARKING VOT;15:00:42;2021-11-08
55;2021-11-08 15:00:46.790000;Mercado de la Cebada;15:00:46;2021-11-08
323;2021-11-08 15:01:02.650000;Avenida de Portugal;15:01:02;2021-11-08
245;2021-11-08 15:01:46.097000;Almagro;15:01:46;2021-11-08
105;2021-11-08 15:01:36.247000;Jacinto Benavente;15:01:36;2021-11-08
48;2021-11-08 15:00:52.217000;Orense;15:00:52;2021-11-08
152;2021-11-08 15:00:59.160000;Montalbán;15:00:59;2021-11-08
202;2021-11-08 15:01:49.830000;Olavide;15:01:49;2021-11-08
361;2021-11-08 15:00:55.863000;Plaza de España;15:00:55;2021-11-08
25;2021-11-08 15:01:42.877000;Villa de París;15:01:42;2021-11-08
2;2021-11-08 15:01:39.340000;Pedro Zerolo;15:01:39;2021-11-08
55;2021-11-08 15:01:46.830000;Mercado de la Cebada;15:01:46;2021-11-08
512;2021-11-08 15:02:14.470000;Nuestra Señora del Recuerdo;15:02:14;2021-11-08
323;2021-11-08 15:02:35.100000;Avenida de Portugal;15:02:35;2021-11-08
48;2021-11-08 15:02:24.813000;Orense;15:02:24;2021-11-08
314;2021-11-08 15:02:11.163000;Marqués de Salamanca;15:02:11;2021-11-08
73;2021-11-08 15:01:53.537000;Fuencarral;15:01:53;2021-11-08
152;2021-11-08 15:02:31.520000;Montalbán;15:02:31;2021-11-08
362;2021-11-08 15:02:28.207000;Plaza de España;15:02:28;2021-11-08
194;2021-11-08 15:02:21.093000;Plaza Mayor;15:02:21;2021-11-08
54;2021-11-08 15:02:46.840000;Mercado de la Cebada;15:02:46;2021-11-08
514;2021-11-08 15:03:46.540000;Nuestra Señora del Recuerdo;15:03:46;2021-11-08
245;2021-11-08 15:03:18.977000;Almagro;15:03:18;2021-11-08
105;2021-11-08 15:03:08.400000;Jacinto Benavente;15:03:08;2021-11-08
315;2021-11-08 15:03:43.067000;Marqués de Salamanca;15:03:43;2021-11-08
74;2021-11-08 15:03:25.743000;Fuencarral;15:03:25;2021-11-08
45;2021-11-08 15:03:39.650000;Montalbán;15:03:39;2021-11-08
202;2021-11-08 15:03:22.273000;Olavide;15:03:22;2021-11-08
195;2021-11-08 15:03:53.853000;Plaza Mayor;15:03:53;2021-11-08
25;2021-11-08 15:03:15.477000;Villa de París;15:03:15;2021-11-08
3;2021-11-08 15:03:11.623000;Pedro Zerolo;15:03:11;2021-11-08
53;2021-11-08 15:03:46.967000;Mercado de la Cebada;15:03:46;2021-11-08
324;2021-11-08 15:04:06.383000;Avenida de Portugal;15:04:06;2021-11-08
245;2021-11-08 15:04:49.570000;Almagro;15:04:49;2021-11-08
105;2021-11-08 15:04:39.680000;Jacinto Benavente;15:04:39;2021-11-08
48;2021-11-08 15:03:56.987000;Orense;15:03:56;2021-11-08
